Tên bài hát(file name),Định dạng,Ca sĩ (chính),Ca sĩ (phụ),Class,SCR,,,,,,,,,,,,,,
Ta Chẳng Còn Ai - 25th Làn Sóng Xanh,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Ta Chẳng Còn Ai - 25th Làn Sóng Xanh.mp3,,,,,,,,,,,,,,
vâng anh đi đi (liu riu version),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/vâng anh đi đi (liu riu version).mp3,,,,,,,,,,,,,,
em bỏ hút thuốc chưa_ (liu riu version),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/em bỏ hút thuốc chưa_ (liu riu version).mp3,,,,,,,,,,,,,,
nằm ngủ emru,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/nằm ngủ emru.mp3,,,,,,,,,,,,,,
drama queen (liu riu version),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/drama queen (liu riu version).mp3,,,,,,,,,,,,,,
từ chối nhẹ nhàng thôi (liu riu version),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/từ chối nhẹ nhàng thôi (liu riu version).mp3,,,,,,,,,,,,,,
chiếc hộp,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/chiếc hộp.mp3,,,,,,,,,,,,,,
Đố Anh Đoán Được,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Đố Anh Đoán Được.mp3,,,,,,,,,,,,,,
Kén Cá Chọn Anh,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Kén Cá Chọn Anh.mp3,,,,,,,,,,,,,,
Thích Thì Chơi!,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Thích Thì Chơi!.mp3,,,,,,,,,,,,,,
Đi Đu Đưa Đi,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Đi Đu Đưa Đi.mp3,,,,,,,,,,,,,,
Chưa Từng Thuộc Về Nhau,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Chưa Từng Thuộc Về Nhau.mp3,,,,,,,,,,,,,,
Em Chào Tết,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Em Chào Tết.mp3,,,,,,,,,,,,,,
Tuổi Gì Mà Chẳng Thích Lì Xì (feat. Bình Gold),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Tuổi Gì Mà Chẳng Thích Lì Xì (feat. Bình Gold).mp3,,,,,,,,,,,,,,
em bỏ hút thuốc chưa (feat. traitimtrongvang),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/em bỏ hút thuốc chưa (feat. traitimtrongvang).mp3,,,,,,,,,,,,,,
Một Cú Lừa,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Một Cú Lừa.mp3,,,,,,,,,,,,,,
từ chối nhẹ nhàng thôi,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/từ chối nhẹ nhàng thôi.mp3,,,,,,,,,,,,,,
Một Cú Lừa (Đu Đưa Version),.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Một Cú Lừa (Đu Đưa Version).mp3,,,,,,,,,,,,,,
Chị Ngả Em Nâng,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Chị Ngả Em Nâng.mp3,,,,,,,,,,,,,,
Chú Mèo,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Chú Mèo.mp3,,,,,,,,,,,,,,
Tiễn Khách,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Tiễn Khách.mp3,,,,,,,,,,,,,,
Ngay Ở Đây Ngay Lúc Này,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Ngay Ở Đây Ngay Lúc Này.mp3,,,,,,,,,,,,,,
Nói Thương Nhau Đừng Làm Trái Tim Em Đau,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Nói Thương Nhau Đừng Làm Trái Tim Em Đau.mp3,,,,,,,,,,,,,,
Drama Queen,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Drama Queen.mp3,,,,,,,,,,,,,,
Bùa Yêu,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Bùa Yêu.mp3,,,,,,,,,,,,,,
Giấc Mơ Thôi Mà - From _Cô Gái Từ Quá Khứ_,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Giấc Mơ Thôi Mà - From _Cô Gái Từ Quá Khứ_.mp3,,,,,,,,,,,,,,
Gửi Anh Xa Nhớ,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Gửi Anh Xa Nhớ.mp3,,,,,,,,,,,,,,
Bao Giờ Lấy Chồng,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Bao Giờ Lấy Chồng.mp3,,,,,,,,,,,,,,
Ngày Xuân Long Phụng Sum Vầy,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Ngày Xuân Long Phụng Sum Vầy.mp3,,,,,,,,,,,,,,
Van - Original,.mp3,Bích Phương,Bích Phương,Bích_Phương,../files/musics/Bích Phương/Van - Original.mp3,,,,,,,,,,,,,,
Nắm chặt tay anh nhé,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nắm chặt tay anh nhé.mp3,,,,,,,,,,,,,,
Nắm chặt tay anh nhé - Version 2,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nắm chặt tay anh nhé - Version 2.mp3,,,,,,,,,,,,,,
Ta sẽ bắt đầu yêu lại nhau,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Ta sẽ bắt đầu yêu lại nhau.mp3,,,,,,,,,,,,,,
Đừng tìm lại nhau,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Đừng tìm lại nhau.mp3,,,,,,,,,,,,,,
Tạm Biệt Nhé,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tạm Biệt Nhé.mp3,,,,,,,,,,,,,,
Ngày Ấy Bạn Và Tôi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Ngày Ấy Bạn Và Tôi.mp3,,,,,,,,,,,,,,
Bạn Ơi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Bạn Ơi.mp3,,,,,,,,,,,,,,
Tuổi Học Trò,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tuổi Học Trò.mp3,,,,,,,,,,,,,,
Tạm Biệt Nhé (Acoustic Version),.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tạm Biệt Nhé (Acoustic Version).mp3,,,,,,,,,,,,,,
Tạm Biệt Nhé (New Version),.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tạm Biệt Nhé (New Version).mp3,,,,,,,,,,,,,,
Cơn Mưa Tuổi Thanh Xuân,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Cơn Mưa Tuổi Thanh Xuân.mp3,,,,,,,,,,,,,,
Xin Em Đừng Giận Anh,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Xin Em Đừng Giận Anh.mp3,,,,,,,,,,,,,,
Hoàng Hôn Tắt,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Hoàng Hôn Tắt.mp3,,,,,,,,,,,,,,
Cô gái nông thôn,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Cô gái nông thôn.mp3,,,,,,,,,,,,,,
Ngủ Sớm Em Nhé,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Ngủ Sớm Em Nhé.mp3,,,,,,,,,,,,,,
Con Nít,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Con Nít.mp3,,,,,,,,,,,,,,
Nhắm Mắt,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nhắm Mắt.mp3,,,,,,,,,,,,,,
Cho Tôi Xin Một Vé Đi Tuổi Thơ,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Cho Tôi Xin Một Vé Đi Tuổi Thơ.mp3,,,,,,,,,,,,,,
Nếu Có Thể Được Yêu,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nếu Có Thể Được Yêu.mp3,,,,,,,,,,,,,,
Còn đâu vòng tay (feat. Phúc Bằng),.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Còn đâu vòng tay (feat. Phúc Bằng).mp3,,,,,,,,,,,,,,
Quà Tặng Ngày Yêu,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Quà Tặng Ngày Yêu.mp3,,,,,,,,,,,,,,
Tiếng Mưa,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tiếng Mưa.mp3,,,,,,,,,,,,,,
Thiên Thần,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Thiên Thần.mp3,,,,,,,,,,,,,,
Chẳng Cần Em Nói,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Chẳng Cần Em Nói.mp3,,,,,,,,,,,,,,
Còn đâu vòng tay (feat. Chu Bin),.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Còn đâu vòng tay (feat. Chu Bin).mp3,,,,,,,,,,,,,,
Con Mơ Tuổi Thanh Xuân,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Con Mơ Tuổi Thanh Xuân.mp3,,,,,,,,,,,,,,
Em Lại Nhớ Anh Nữa Rồi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Em Lại Nhớ Anh Nữa Rồi.mp3,,,,,,,,,,,,,,
Nếu Anh Đi - Remix,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nếu Anh Đi - Remix.mp3,,,,,,,,,,,,,,
Nếu Anh Đi - Lofi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nếu Anh Đi - Lofi.mp3,,,,,,,,,,,,,,
Mỉm Cười Mà Khóc Trong Lòng,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Mỉm Cười Mà Khóc Trong Lòng.mp3,,,,,,,,,,,,,,
Freefall,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Freefall.mp3,,,,,,,,,,,,,,
Buồn Thì Cứ Khóc Đi - Remix,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Buồn Thì Cứ Khóc Đi - Remix.mp3,,,,,,,,,,,,,,
Nếu Anh Đi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nếu Anh Đi.mp3,,,,,,,,,,,,,,
Buồn Thì Cứ Khóc Đi - Lofi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Buồn Thì Cứ Khóc Đi - Lofi.mp3,,,,,,,,,,,,,,
Chắc Nên Thôi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Chắc Nên Thôi.mp3,,,,,,,,,,,,,,
Bao Lời Hoa Mỹ,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Bao Lời Hoa Mỹ.mp3,,,,,,,,,,,,,,
Phải Chăng Trưởng Thành Là Chia Ly,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Phải Chăng Trưởng Thành Là Chia Ly.mp3,,,,,,,,,,,,,,
Không Dám,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Không Dám.mp3,,,,,,,,,,,,,,
10 Ngày Rồi Yêu,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/10 Ngày Rồi Yêu.mp3,,,,,,,,,,,,,,
My Boo,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/My Boo.mp3,,,,,,,,,,,,,,
Em Ơi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Em Ơi.mp3,,,,,,,,,,,,,,
Em Ơi - English Version,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Em Ơi - English Version.mp3,,,,,,,,,,,,,,
Ta Là Ai,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Ta Là Ai.mp3,,,,,,,,,,,,,,
Ta Với Tôi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Ta Với Tôi.mp3,,,,,,,,,,,,,,
Buồn Thì Cứ Khóc Đi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Buồn Thì Cứ Khóc Đi.mp3,,,,,,,,,,,,,,
Âm Thanh Của Tuyết Rơi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Âm Thanh Của Tuyết Rơi.mp3,,,,,,,,,,,,,,
Một thời đã xa,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Một thời đã xa.mp3,,,,,,,,,,,,,,
Chuyện Tôi Kể,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Chuyện Tôi Kể.mp3,,,,,,,,,,,,,,
Tát Nước Đầu Đình,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Tát Nước Đầu Đình.mp3,,,,,,,,,,,,,,
Cô Không Kiểm Tra Bài,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Cô Không Kiểm Tra Bài.mp3,,,,,,,,,,,,,,
Mưa Ngọt Ngào,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Mưa Ngọt Ngào.mp3,,,,,,,,,,,,,,
Nếu Có Thể Được Yêu - Acoustic Version,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nếu Có Thể Được Yêu - Acoustic Version.mp3,,,,,,,,,,,,,,
Nhật Ký Lớp Tôi,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Nhật Ký Lớp Tôi.mp3,,,,,,,,,,,,,,
Từng Ngày Nhớ,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Từng Ngày Nhớ.mp3,,,,,,,,,,,,,,
Anh đưa em về phố xa,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Anh đưa em về phố xa.mp3,,,,,,,,,,,,,,
Chờ một ngày nắng,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Chờ một ngày nắng.mp3,,,,,,,,,,,,,,
Hát Về Cha,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Hát Về Cha.mp3,,,,,,,,,,,,,,
Khi anh bối rối,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Khi anh bối rối.mp3,,,,,,,,,,,,,,
Khi anh bối rối - Version 2,.mp3,Lynk Lee,Lynk Lee,Lynk_Lee,../files/musics/Lynk Lee/Khi anh bối rối - Version 2.mp3,,,,,,,,,,,,,,
